              0               0
        0.00314               0
        0.00628               0
        0.00942               0
        0.01256               0
         0.0157               0
        0.01884               0
        0.02198               0
        0.02512               0
        0.02826               0
         0.0314               0
        0.03454               0
        0.03768               0
        0.04082               0
        0.04396               0
         0.0471               0
        0.05024               0
        0.05338               0
        0.05652               0
        0.05966               0
         0.0628               0
        0.06594               0
        0.06908               0
        0.07222               0
        0.07536               0
         0.0785               0
        0.08164               0
        0.08478               0
        0.08792               0
        0.09106               0
         0.0942               0
        0.09734               0
        0.10048               0
        0.10362               0
        0.10676               0
         0.1099               1
        0.11304               0
        0.11618               0
        0.11932               0
        0.12246               0
         0.1256               0
        0.12874               0
        0.13188               0
        0.13502               0
        0.13816               0
         0.1413               0
        0.14444               0
        0.14758               0
        0.15072               0
        0.15386               0
          0.157               0
        0.16014               0
        0.16328               0
        0.16642               0
        0.16956               0
         0.1727               0
        0.17584               0
        0.17898               0
        0.18212               0
        0.18526               0
         0.1884               0
        0.19154               0
        0.19468               0
        0.19782               0
        0.20096               0
         0.2041               0
        0.20724               0
        0.21038               0
        0.21352               0
        0.21666               0
         0.2198               0
        0.22294               0
        0.22608               0
        0.22922               0
        0.23236               0
         0.2355               0
        0.23864               0
        0.24178               0
        0.24492               0
        0.24806               0
         0.2512               0
        0.25434               0
        0.25748               0
        0.26062               0
        0.26376               0
         0.2669               0
        0.27004               0
        0.27318               0
        0.27632               0
        0.27946               0
         0.2826               0
        0.28574               0
        0.28888               0
        0.29202               0
        0.29516               0
         0.2983               0
        0.30144               0
        0.30458               0
        0.30772               0
        0.31086               0
          0.314               0
        0.31714               0
        0.32028               0
        0.32342               0
        0.32656               0
         0.3297               0
        0.33284               0
        0.33598               0
        0.33912               0
        0.34226               0
         0.3454               0
        0.34854               0
        0.35168               0
        0.35482               0
        0.35796               0
         0.3611               0
        0.36424               0
        0.36738               0
        0.37052               0
        0.37366               0
         0.3768               0
        0.37994               0
        0.38308               0
        0.38622               0
        0.38936               0
         0.3925               0
        0.39564               0
        0.39878               0
        0.40192               0
        0.40506               0
         0.4082               0
        0.41134               0
        0.41448               0
        0.41762               0
        0.42076               0
         0.4239               0
        0.42704               0
        0.43018               0
        0.43332               0
        0.43646               0
         0.4396               0
        0.44274               0
        0.44588               0
        0.44902               0
        0.45216               0
         0.4553               0
        0.45844               0
        0.46158               0
        0.46472               0
        0.46786               0
          0.471               0
        0.47414               0
        0.47728               0
        0.48042               0
        0.48356               0
         0.4867               0
        0.48984               0
        0.49298               0
        0.49612               0
        0.49926               0
         0.5024               0
        0.50554               0
        0.50868               0
        0.51182               0
        0.51496               0
         0.5181               0
        0.52124               0
        0.52438               0
        0.52752               0
        0.53066               0
         0.5338               0
        0.53694               0
        0.54008               0
        0.54322               0
        0.54636               0
         0.5495               0
        0.55264               0
        0.55578               0
        0.55892               0
        0.56206               0
         0.5652               0
        0.56834               0
        0.57148               0
        0.57462               0
        0.57776               0
         0.5809               0
        0.58404               0
        0.58718               0
        0.59032               0
        0.59346               0
         0.5966               0
        0.59974               0
        0.60288               0
        0.60602               0
        0.60916               0
         0.6123               0
        0.61544               0
        0.61858               0
        0.62172               0
        0.62486               0
          0.628               0
        0.63114               0
        0.63428               0
        0.63742               0
        0.64056               0
         0.6437               0
        0.64684               0
        0.64998               0
        0.65312               0
        0.65626               0
         0.6594               0
        0.66254               0
        0.66568               0
        0.66882               0
        0.67196               0
         0.6751               0
        0.67824               0
        0.68138               0
        0.68452               0
        0.68766               0
         0.6908               0
        0.69394               0
        0.69708               0
        0.70022               0
        0.70336               0
         0.7065               0
        0.70964               0
        0.71278               0
        0.71592               0
        0.71906               0
         0.7222               0
        0.72534               0
        0.72848               0
        0.73162               0
        0.73476               0
         0.7379               0
        0.74104               0
        0.74418               0
        0.74732               0
        0.75046               0
         0.7536               0
        0.75674               0
        0.75988               0
        0.76302               0
        0.76616               0
         0.7693               0
        0.77244               0
        0.77558               0
        0.77872               0
        0.78186               0
          0.785               0
        0.78814               0
        0.79128               0
        0.79442               0
        0.79756               0
         0.8007               0
        0.80384               0
        0.80698               0
        0.81012               0
        0.81326               0
         0.8164               0
        0.81954               0
        0.82268               0
        0.82582               0
        0.82896               0
         0.8321               0
        0.83524               0
        0.83838               0
        0.84152               0
        0.84466               0
         0.8478               0
        0.85094               0
        0.85408               0
        0.85722               0
        0.86036               0
         0.8635               0
        0.86664               0
        0.86978               0
        0.87292               0
        0.87606               0
         0.8792               0
        0.88234               0
        0.88548               0
        0.88862               0
        0.89176               0
         0.8949               0
        0.89804               0
        0.90118               0
        0.90432               0
        0.90746               0
         0.9106               0
